-0.08573861	0.121305466	0.04337675	0.063845985	-0.0077776834	0.08997181	0.013074911	0.076883204	-0.04385969	0.08094777	-0.053182658	0.13050939	0.023494778	-0.10066943	0.1132463	0.031724244
-0.11448462	-0.0017766015	0.016531236	0.030993743	0.0025166161	-0.024471788	0.032910053	-0.01115031	-0.051292535	0.017699169	-0.01962024	0.057979558	-0.024717152	-0.10227892	-0.01504856	0.04111647
0.020152152	-0.07170254	-0.044251807	-0.012490071	0.08661245	-0.05806736	0.046158098	-0.07588366	0.021078574	-0.013152496	-0.024411526	0.031710055	-0.08172656	0.011133286	-0.0556185	-0.03262072
-0.048971068	0.013439945	-0.022969622	0.059471086	-0.00049987354	-0.04021764	0.02083457	-0.03873511	0.0049746903	0.030608365	-0.054487593	0.02429758	4.5428314e-05	-0.046400446	0.03256389	-0.027090494
-0.14704192	0.09931494	0.15760879	0.125149	-0.04504138	0.0639538	-0.021666981	0.060606096	-0.08238956	0.11088953	-0.10161479	0.14239427	0.02977591	-0.08427715	0.042977985	0.04750871
-0.015859801	0.004788701	-0.057751525	0.016571261	0.11081301	-0.040089756	0.13413714	-0.076321796	0.038343374	-0.08052729	0.052814387	0.06242134	-0.10900275	0.07555531	-0.088521875	-0.043173652
-0.11526996	-0.06631511	-0.023843843	0.019973593	0.07651845	-0.037632942	0.068791784	-0.0006318919	0.009631115	-0.0453987	-0.011323138	0.13822144	-0.06253311	-0.084270634	0.00087115145	-0.027268056
-0.18623368	0.02070031	0.047504403	0.03946556	0.042758487	-0.06065129	0.045301247	0.014360188	-0.013639053	0.0005992038	-0.025719887	0.1853265	0.007116664	-0.137193	0.025390083	-0.009476185
-0.088072754	0.07856374	0.1019881	0.08719251	-0.005864871	0.0067037935	0.035030928	0.052232686	-0.08001286	0.03304223	-0.053122807	0.12943092	-0.028595727	-0.08634104	0.051407594	0.059048638
-0.04978715	-0.012815966	-0.04687211	0.0057603526	0.1004515	-0.11780738	0.041815583	-0.054550346	0.08763468	-0.09888602	0.04811451	0.081504956	-0.0441611	-0.014192286	-0.056479763	0.009455819
-0.12070922	-0.027536187	-0.008898102	0.05893241	0.014079347	-0.026330927	0.09863126	-0.0046694065	0.00036992706	-0.032369323	-0.017231345	0.0858163	0.022007827	-0.047936402	-0.023076575	0.02671656
-0.010205267	0.0055347555	0.03342499	0.096842624	0.014390375	0.018192856	-0.112509966	0.0047128	0.028641203	0.14556825	-0.033636197	0.04103679	0.088213585	-0.006975193	0.1185327	0.11590828
0.024377905	-0.07132847	-0.016806839	-0.05449919	0.06687816	-0.06964944	0.057177585	-0.02192278	0.04590586	-0.016732737	-0.022986788	-0.0383304	-0.08050132	0.0017204806	-0.041582063	-0.038823213
-0.046347816	-0.026237587	-0.04821885	0.029937314	0.036855593	-0.013136333	0.10328177	-0.0034875078	0.076399595	0.021276142	0.022516515	0.07221908	0.003972227	-0.10043164	-0.02909936	0.045749437
-0.1336095	0.13466668	0.038899954	0.13098061	-0.02799898	0.058914144	-0.14605641	0.12897687	-0.041238938	0.12052882	-0.10433361	0.1870125	0.12948954	-0.116254605	0.14756204	0.15439391
0.006876482	-0.041162714	-0.07536205	-0.061530724	0.07870618	-0.07823971	0.062189315	-0.093888186	0.061974734	-0.06966374	0.014988998	-0.0012748919	-0.07593347	0.0624318	-0.08162094	0.010914829
0.008259195	-0.03465226	-0.062007576	0.028523814	0.035183344	-0.09283826	0.028113093	-0.027567597	0.05109411	0.00044717704	0.03541871	0.075648956	-0.045064524	-0.00509712	-0.061013043	0.013112037
0.037756797	-0.08558505	-0.09993176	-0.04536707	0.08350594	-0.08381947	0.037770342	-0.04704667	0.048272707	0.026847312	0.0002920039	-0.10844631	-0.08877864	0.13307685	-0.029730158	-0.056291312
-0.010337925	-0.0032301298	-0.08092822	-0.026968125	0.062734015	-0.030979857	0.09279047	0.005151689	0.041266985	0.01257655	-0.035949536	-0.007299894	-0.10195068	-0.005254619	-0.041519444	-0.034589656
-0.054858677	0.036765456	0.058918092	0.05735013	-0.005715075	0.02251954	-0.035437305	0.021911738	-0.018165475	0.027914861	-0.04898685	0.040635552	-0.03145198	0.017875822	0.009521948	0.0043400885
